Mod:Item:MetaData, Localized Name
tconstruct:wide_guard:0, material.orichalcum.name Wide Guard
tconstruct:wide_guard:0, material.pandorium.name Wide Guard
tconstruct:wide_guard:0, material.rosegold.name Wide Guard
tconstruct:wide_guard:0, material.platinum.name Wide Guard
tconstruct:wide_guard:0, material.brass.name Wide Guard
tconstruct:wide_guard:0, material.gold.name Wide Guard
tconstruct:wide_guard:0, material.valyriansteel.name Wide Guard
tconstruct:wide_guard:0, material.froststeel.name Wide Guard
tconstruct:wide_guard:0, material.pureardite.name Wide Guard
tconstruct:wide_guard:0, material.purecobalt.name Wide Guard
tconstruct:wide_guard:0, material.puremanyullyn.name Wide Guard
tconstruct:wide_guard:0, material.glass.name Wide Guard
tconstruct:wide_guard:0, material.purifiedgold.name Wide Guard
tconstruct:wide_guard:0, material.purifiedsilver.name Wide Guard
tconstruct:wide_guard:0, material.cheese.name Wide Guard
tconstruct:wide_guard:0, material.bread.name Wide Guard
tconstruct:wide_guard:0, material.melon.name Wide Guard
tconstruct:wide_guard:0, material.redcandy.name Wide Guard
tconstruct:wide_guard:0, material.greencandy.name Wide Guard
tconstruct:wide_guard:0, material.sapphire.name Wide Guard
tconstruct:wide_guard:0, material.ruby.name Wide Guard
tconstruct:wide_guard:0, material.emerald.name Wide Guard
tconstruct:wide_guard:0, material.diamond.name Wide Guard
tconstruct:wide_guard:0, material.starsapphire.name Wide Guard
tconstruct:wide_guard:0, material.starruby.name Wide Guard
tconstruct:wide_guard:0, material.citrine.name Wide Guard
tconstruct:wide_guard:0, material.ghasttear.name Wide Guard
tconstruct:wide_guard:0, material.quartz.name Wide Guard
tconstruct:wide_guard:0, material.glowstonecrystal.name Wide Guard
tconstruct:wide_guard:0, material.enderpearl.name Wide Guard
tconstruct:wide_guard:0, material.amethyst.name Wide Guard
tconstruct:wide_guard:0, material.lapis.name Wide Guard
tconstruct:wide_guard:0, material.topaz.name Wide Guard
tconstruct:wide_guard:0, material.garnet.name Wide Guard
tconstruct:wide_guard:0, material.opal.name Wide Guard
tconstruct:wide_guard:0, material.tanzanite.name Wide Guard
tconstruct:wide_guard:0, material.amber.name Wide Guard
tconstruct:wide_guard:0, material.gallite.name Wide Guard
tconstruct:wide_guard:0, material.sundrop.name Wide Guard
tconstruct:wide_guard:0, material.voidite.name Wide Guard
tconstruct:wide_guard:0, material.solarium.name Wide Guard
tconstruct:wide_guard:0, material.dragonsteel.name Wide Guard
tconstruct:wide_guard:0, material.blacksteel.name Wide Guard
tconstruct:wide_guard:0, material.abyssalium.name Wide Guard
tconstruct:wide_guard:0, material.depthsilver.name Wide Guard
tconstruct:wide_guard:0, material.moonsilver.name Wide Guard
tconstruct:wide_guard:0, material.novagold.name Wide Guard
tconstruct:hand_guard:0, Wooden Hand Guard
tconstruct:hand_guard:0, Stone Hand Guard
tconstruct:hand_guard:0, Flint Hand Guard
tconstruct:hand_guard:0, Cactus Hand Guard
tconstruct:hand_guard:0, Bone Hand Guard
tconstruct:hand_guard:0, Obsidian Hand Guard
tconstruct:hand_guard:0, Prismarine Hand Guard
tconstruct:hand_guard:0, End Hand Guard
tconstruct:hand_guard:0, Paper Hand Guard
tconstruct:hand_guard:0, Sponge Hand Guard
tconstruct:hand_guard:0, Firewood Hand Guard
tconstruct:hand_guard:0, Iron Hand Guard
tconstruct:hand_guard:0, Pig Iron Hand Guard
tconstruct:hand_guard:0, Knightslime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Magma Slime Hand Guard
tconstruct:hand_guard:0, Netherrack Hand Guard
tconstruct:hand_guard:0, Cobalt Hand Guard
tconstruct:hand_guard:0, Ardite Hand Guard
tconstruct:hand_guard:0, Manyullyn Hand Guard
tconstruct:hand_guard:0, Copper Hand Guard
tconstruct:hand_guard:0, Bronze Hand Guard
tconstruct:hand_guard:0, Lead Hand Guard
tconstruct:hand_guard:0, Silver Hand Guard
tconstruct:hand_guard:0, Electrum Hand Guard
tconstruct:hand_guard:0, Steel Hand Guard
tconstruct:hand_guard:0, Magical Wooden Hand Guard
tconstruct:hand_guard:0, Evil Infused Hand Guard
tconstruct:hand_guard:0, Enchanted Hand Guard
tconstruct:hand_guard:0, Demonic Hand Guard
tconstruct:hand_guard:0, Treated Wood Hand Guard
tconstruct:hand_guard:0, Constantan Hand Guard
tconstruct:hand_guard:0, material.aeonsteel.name Hand Guard
tconstruct:hand_guard:0, material.queensgold.name Hand Guard
tconstruct:hand_guard:0, material.dogbearium.name Hand Guard
tconstruct:hand_guard:0, material.sinisterium.name Hand Guard
tconstruct:hand_guard:0, material.nihilite.name Hand Guard
tconstruct:hand_guard:0, material.orichalcum.name Hand Guard
tconstruct:hand_guard:0, material.pandorium.name Hand Guard
tconstruct:hand_guard:0, material.rosegold.name Hand Guard
tconstruct:hand_guard:0, material.platinum.name Hand Guard
tconstruct:hand_guard:0, material.brass.name Hand Guard
tconstruct:hand_guard:0, material.gold.name Hand Guard
tconstruct:hand_guard:0, material.valyriansteel.name Hand Guard
tconstruct:hand_guard:0, material.froststeel.name Hand Guard
tconstruct:hand_guard:0, material.pureardite.name Hand Guard
tconstruct:hand_guard:0, material.purecobalt.name Hand Guard
tconstruct:hand_guard:0, material.puremanyullyn.name Hand Guard
tconstruct:hand_guard:0, material.glass.name Hand Guard
tconstruct:hand_guard:0, material.purifiedgold.name Hand Guard
tconstruct:hand_guard:0, material.purifiedsilver.name Hand Guard
tconstruct:hand_guard:0, material.cheese.name Hand Guard
tconstruct:hand_guard:0, material.bread.name Hand Guard
tconstruct:hand_guard:0, material.melon.name Hand Guard
tconstruct:hand_guard:0, material.redcandy.name Hand Guard
tconstruct:hand_guard:0, material.greencandy.name Hand Guard
tconstruct:hand_guard:0, material.sapphire.name Hand Guard
tconstruct:hand_guard:0, material.ruby.name Hand Guard
tconstruct:hand_guard:0, material.emerald.name Hand Guard
tconstruct:hand_guard:0, material.diamond.name Hand Guard
tconstruct:hand_guard:0, material.starsapphire.name Hand Guard
tconstruct:hand_guard:0, material.starruby.name Hand Guard
tconstruct:hand_guard:0, material.citrine.name Hand Guard
tconstruct:hand_guard:0, material.ghasttear.name Hand Guard
tconstruct:hand_guard:0, material.quartz.name Hand Guard
tconstruct:hand_guard:0, material.glowstonecrystal.name Hand Guard
tconstruct:hand_guard:0, material.enderpearl.name Hand Guard
tconstruct:hand_guard:0, material.amethyst.name Hand Guard
tconstruct:hand_guard:0, material.lapis.name Hand Guard
tconstruct:hand_guard:0, material.topaz.name Hand Guard
tconstruct:hand_guard:0, material.garnet.name Hand Guard
tconstruct:hand_guard:0, material.opal.name Hand Guard
tconstruct:hand_guard:0, material.tanzanite.name Hand Guard
tconstruct:hand_guard:0, material.amber.name Hand Guard
tconstruct:hand_guard:0, material.gallite.name Hand Guard
tconstruct:hand_guard:0, material.sundrop.name Hand Guard
tconstruct:hand_guard:0, material.voidite.name Hand Guard
tconstruct:hand_guard:0, material.solarium.name Hand Guard
tconstruct:hand_guard:0, material.dragonsteel.name Hand Guard
tconstruct:hand_guard:0, material.blacksteel.name Hand Guard
tconstruct:hand_guard:0, material.abyssalium.name Hand Guard
tconstruct:hand_guard:0, material.depthsilver.name Hand Guard
tconstruct:hand_guard:0, material.moonsilver.name Hand Guard
tconstruct:hand_guard:0, material.novagold.name Hand Guard
tconstruct:cross_guard:0, Wooden Cross Guard
tconstruct:cross_guard:0, Stone Cross Guard
tconstruct:cross_guard:0, Flint Cross Guard
tconstruct:cross_guard:0, Cactus Cross Guard
tconstruct:cross_guard:0, Bone Cross Guard
tconstruct:cross_guard:0, Obsidian Cross Guard
tconstruct:cross_guard:0, Prismarine Cross Guard
tconstruct:cross_guard:0, End Cross Guard
tconstruct:cross_guard:0, Paper Cross Guard
tconstruct:cross_guard:0, Sponge Cross Guard
tconstruct:cross_guard:0, Firewood Cross Guard
tconstruct:cross_guard:0, Iron Cross Guard
tconstruct:cross_guard:0, Pig Iron Cross Guard
tconstruct:cross_guard:0, Knightslime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Magma Slime Cross Guard
tconstruct:cross_guard:0, Netherrack Cross Guard
tconstruct:cross_guard:0, Cobalt Cross Guard
tconstruct:cross_guard:0, Ardite Cross Guard
tconstruct:cross_guard:0, Manyullyn Cross Guard
tconstruct:cross_guard:0, Copper Cross Guard
tconstruct:cross_guard:0, Bronze Cross Guard
tconstruct:cross_guard:0, Lead Cross Guard
tconstruct:cross_guard:0, Silver Cross Guard
tconstruct:cross_guard:0, Electrum Cross Guard
tconstruct:cross_guard:0, Steel Cross Guard
tconstruct:cross_guard:0, Magical Wooden Cross Guard
tconstruct:cross_guard:0, Evil Infused Cross Guard
tconstruct:cross_guard:0, Enchanted Cross Guard
tconstruct:cross_guard:0, Demonic Cross Guard
tconstruct:cross_guard:0, Treated Wood Cross Guard
tconstruct:cross_guard:0, Constantan Cross Guard
tconstruct:cross_guard:0, material.aeonsteel.name Cross Guard
tconstruct:cross_guard:0, material.queensgold.name Cross Guard
tconstruct:cross_guard:0, material.dogbearium.name Cross Guard
tconstruct:cross_guard:0, material.sinisterium.name Cross Guard
tconstruct:cross_guard:0, material.nihilite.name Cross Guard
tconstruct:cross_guard:0, material.orichalcum.name Cross Guard
tconstruct:cross_guard:0, material.pandorium.name Cross Guard
tconstruct:cross_guard:0, material.rosegold.name Cross Guard
tconstruct:cross_guard:0, material.platinum.name Cross Guard
tconstruct:cross_guard:0, material.brass.name Cross Guard
tconstruct:cross_guard:0, material.gold.name Cross Guard
tconstruct:cross_guard:0, material.valyriansteel.name Cross Guard
tconstruct:cross_guard:0, material.froststeel.name Cross Guard
tconstruct:cross_guard:0, material.pureardite.name Cross Guard
tconstruct:cross_guard:0, material.purecobalt.name Cross Guard
tconstruct:cross_guard:0, material.puremanyullyn.name Cross Guard
tconstruct:cross_guard:0, material.glass.name Cross Guard
tconstruct:cross_guard:0, material.purifiedgold.name Cross Guard
tconstruct:cross_guard:0, material.purifiedsilver.name Cross Guard
tconstruct:cross_guard:0, material.cheese.name Cross Guard
tconstruct:cross_guard:0, material.bread.name Cross Guard
tconstruct:cross_guard:0, material.melon.name Cross Guard
tconstruct:cross_guard:0, material.redcandy.name Cross Guard
tconstruct:cross_guard:0, material.greencandy.name Cross Guard
tconstruct:cross_guard:0, material.sapphire.name Cross Guard
tconstruct:cross_guard:0, material.ruby.name Cross Guard
tconstruct:cross_guard:0, material.emerald.name Cross Guard
tconstruct:cross_guard:0, material.diamond.name Cross Guard
tconstruct:cross_guard:0, material.starsapphire.name Cross Guard
tconstruct:cross_guard:0, material.starruby.name Cross Guard
tconstruct:cross_guard:0, material.citrine.name Cross Guard
tconstruct:cross_guard:0, material.ghasttear.name Cross Guard
tconstruct:cross_guard:0, material.quartz.name Cross Guard
tconstruct:cross_guard:0, material.glowstonecrystal.name Cross Guard
tconstruct:cross_guard:0, material.enderpearl.name Cross Guard
tconstruct:cross_guard:0, material.amethyst.name Cross Guard
tconstruct:cross_guard:0, material.lapis.name Cross Guard
tconstruct:cross_guard:0, material.topaz.name Cross Guard
tconstruct:cross_guard:0, material.garnet.name Cross Guard
tconstruct:cross_guard:0, material.opal.name Cross Guard
tconstruct:cross_guard:0, material.tanzanite.name Cross Guard
tconstruct:cross_guard:0, material.amber.name Cross Guard
tconstruct:cross_guard:0, material.gallite.name Cross Guard
tconstruct:cross_guard:0, material.sundrop.name Cross Guard
tconstruct:cross_guard:0, material.voidite.name Cross Guard
tconstruct:cross_guard:0, material.solarium.name Cross Guard
tconstruct:cross_guard:0, material.dragonsteel.name Cross Guard
tconstruct:cross_guard:0, material.blacksteel.name Cross Guard
tconstruct:cross_guard:0, material.abyssalium.name Cross Guard
tconstruct:cross_guard:0, material.depthsilver.name Cross Guard
tconstruct:cross_guard:0, material.moonsilver.name Cross Guard
tconstruct:cross_guard:0, material.novagold.name Cross Guard
tconstruct:large_plate:0, Wooden Large Plate
tconstruct:large_plate:0, Stone Large Plate
tconstruct:large_plate:0, Flint Large Plate
tconstruct:large_plate:0, Cactus Large Plate
tconstruct:large_plate:0, Bone Large Plate
tconstruct:large_plate:0, Obsidian Large Plate
tconstruct:large_plate:0, Prismarine Large Plate
tconstruct:large_plate:0, End Large Plate
tconstruct:large_plate:0, Paper Large Plate
tconstruct:large_plate:0, Sponge Large Plate
tconstruct:large_plate:0, Firewood Large Plate
tconstruct:large_plate:0, Iron Large Plate
tconstruct:large_plate:0, Pig Iron Large Plate
tconstruct:large_plate:0, Knightslime Large Plate
tconstruct:large_plate:0, Slime Large Plate
tconstruct:large_plate:0, Slime Large Plate
tconstruct:large_plate:0, Magma Slime Large Plate
tconstruct:large_plate:0, Netherrack Large Plate
tconstruct:large_plate:0, Cobalt Large Plate
tconstruct:large_plate:0, Ardite Large Plate
tconstruct:large_plate:0, Manyullyn Large Plate
tconstruct:large_plate:0, Copper Large Plate
tconstruct:large_plate:0, Bronze Large Plate
tconstruct:large_plate:0, Lead Large Plate
tconstruct:large_plate:0, Silver Large Plate
tconstruct:large_plate:0, Electrum Large Plate
tconstruct:large_plate:0, Steel Large Plate
tconstruct:large_plate:0, Magical Wooden Large Plate
tconstruct:large_plate:0, Evil Infused Large Plate
tconstruct:large_plate:0, Enchanted Large Plate
tconstruct:large_plate:0, Demonic Large Plate
tconstruct:large_plate:0, Treated Wood Large Plate
tconstruct:large_plate:0, Constantan Large Plate
tconstruct:large_plate:0, material.aeonsteel.name Large Plate
tconstruct:large_plate:0, material.queensgold.name Large Plate
tconstruct:large_plate:0, material.dogbearium.name Large Plate
tconstruct:large_plate:0, material.sinisterium.name Large Plate
tconstruct:large_plate:0, material.nihilite.name Large Plate
tconstruct:large_plate:0, material.orichalcum.name Large Plate
tconstruct:large_plate:0, material.pandorium.name Large Plate
tconstruct:large_plate:0, material.rosegold.name Large Plate
tconstruct:large_plate:0, material.platinum.name Large Plate
tconstruct:large_plate:0, material.brass.name Large Plate
tconstruct:large_plate:0, material.gold.name Large Plate
tconstruct:large_plate:0, material.valyriansteel.name Large Plate
tconstruct:large_plate:0, material.froststeel.name Large Plate
tconstruct:large_plate:0, material.pureardite.name Large Plate
tconstruct:large_plate:0, material.purecobalt.name Large Plate
tconstruct:large_plate:0, material.puremanyullyn.name Large Plate
tconstruct:large_plate:0, material.glass.name Large Plate
tconstruct:large_plate:0, material.purifiedgold.name Large Plate
tconstruct:large_plate:0, material.purifiedsilver.name Large Plate
tconstruct:large_plate:0, material.cheese.name Large Plate
tconstruct:large_plate:0, material.bread.name Large Plate
tconstruct:large_plate:0, material.melon.name Large Plate
tconstruct:large_plate:0, material.redcandy.name Large Plate
tconstruct:large_plate:0, material.greencandy.name Large Plate
tconstruct:large_plate:0, material.sapphire.name Large Plate
tconstruct:large_plate:0, material.ruby.name Large Plate
tconstruct:large_plate:0, material.emerald.name Large Plate
tconstruct:large_plate:0, material.diamond.name Large Plate
tconstruct:large_plate:0, material.starsapphire.name Large Plate
tconstruct:large_plate:0, material.starruby.name Large Plate
tconstruct:large_plate:0, material.citrine.name Large Plate
tconstruct:large_plate:0, material.ghasttear.name Large Plate
tconstruct:large_plate:0, material.quartz.name Large Plate
tconstruct:large_plate:0, material.glowstonecrystal.name Large Plate
tconstruct:large_plate:0, material.enderpearl.name Large Plate
tconstruct:large_plate:0, material.amethyst.name Large Plate
tconstruct:large_plate:0, material.lapis.name Large Plate
tconstruct:large_plate:0, material.topaz.name Large Plate
tconstruct:large_plate:0, material.garnet.name Large Plate
tconstruct:large_plate:0, material.opal.name Large Plate
tconstruct:large_plate:0, material.tanzanite.name Large Plate
tconstruct:large_plate:0, material.amber.name Large Plate
tconstruct:large_plate:0, material.gallite.name Large Plate
tconstruct:large_plate:0, material.sundrop.name Large Plate
tconstruct:large_plate:0, material.voidite.name Large Plate
tconstruct:large_plate:0, material.solarium.name Large Plate
tconstruct:large_plate:0, material.dragonsteel.name Large Plate
tconstruct:large_plate:0, material.blacksteel.name Large Plate
tconstruct:large_plate:0, material.abyssalium.name Large Plate
tconstruct:large_plate:0, material.depthsilver.name Large Plate
tconstruct:large_plate:0, material.moonsilver.name Large Plate
tconstruct:large_plate:0, material.novagold.name Large Plate
tconstruct:knife_blade:0, Wooden Knife Blade
tconstruct:knife_blade:0, Stone Knife Blade
tconstruct:knife_blade:0, Flint Knife Blade
tconstruct:knife_blade:0, Cactus Knife Blade
tconstruct:knife_blade:0, Bone Knife Blade
tconstruct:knife_blade:0, Obsidian Knife Blade
tconstruct:knife_blade:0, Prismarine Knife Blade
tconstruct:knife_blade:0, End Knife Blade
tconstruct:knife_blade:0, Paper Knife Blade
tconstruct:knife_blade:0, Sponge Knife Blade
tconstruct:knife_blade:0, Firewood Knife Blade
tconstruct:knife_blade:0, Iron Knife Blade
tconstruct:knife_blade:0, Pig Iron Knife Blade
tconstruct:knife_blade:0, Knightslime Knife Blade
tconstruct:knife_blade:0, Slime Knife Blade
